Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by AGE5P - Age in Five Year Groups"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"AGE5P - Age in Five Year Groups","0-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Total",
"SA1 (UR)",
"3128607",23,28,29,29,27,33,19,19,37,22,26,26,34,13,11,4,4,4,0,0,0,373,
"3128608",22,22,32,40,19,31,36,29,44,38,40,26,34,27,16,16,9,8,0,0,0,496,
"3128609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3128611",9,9,17,24,22,13,21,7,28,23,17,15,7,8,13,8,7,0,7,0,0,260,
"3128612",28,27,22,30,30,19,22,32,25,13,19,28,13,12,19,8,4,0,0,0,0,365,
"3128613",29,26,24,35,22,28,35,49,31,51,33,38,27,16,9,11,8,12,0,0,0,477,
"3128614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3128615",0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,9,
"3128616",33,42,54,98,25,18,19,27,27,37,27,26,26,17,21,14,4,0,4,0,0,512,
"3128617",35,29,23,30,29,42,29,23,25,40,44,41,22,23,17,8,4,0,0,0,0,471,
"3128618",36,20,32,24,41,24,21,22,27,29,22,21,22,18,14,10,4,0,0,0,0,374,
"3128619",27,24,15,21,16,20,21,11,17,18,23,28,17,18,6,12,4,4,3,0,0,300,
"3128620",18,18,22,25,6,7,7,15,25,18,14,10,13,7,7,0,0,0,0,0,0,203,
"3128621",33,26,32,34,27,27,25,29,20,32,35,29,25,11,10,20,11,10,5,0,0,434,
"3128622",11,9,21,58,8,9,13,13,16,13,23,16,17,9,3,5,4,0,0,0,0,248,
"3128701",20,12,9,14,13,26,27,33,27,21,18,35,30,25,21,9,15,7,6,0,0,357,
"3128702",63,31,29,38,54,51,52,34,55,29,41,40,35,21,21,24,20,8,6,0,0,652,
"3128703",30,30,36,32,25,25,25,19,37,39,39,32,16,26,17,9,15,6,0,0,0,452,
"3128704",18,16,27,29,26,23,23,25,38,27,36,42,21,24,22,17,10,11,10,0,0,453,
"3128705",18,4,8,7,13,19,19,14,18,27,15,16,15,11,12,10,11,4,0,0,0,236,
"3128706",28,22,17,14,22,27,22,17,27,26,18,24,25,24,23,16,16,19,3,0,0,396,
"3128707",25,25,21,16,11,15,28,23,23,29,39,21,27,18,9,3,0,0,0,0,0,337,
"3128708",33,35,23,22,20,28,28,24,21,21,28,14,6,12,4,6,10,6,0,0,0,353,
"3128709",21,24,26,19,13,8,21,22,25,23,21,22,14,17,7,10,4,0,0,0,0,294,
"3128710",17,11,15,6,17,19,15,10,18,15,24,25,19,8,5,5,12,3,0,0,0,250,
"3128711",26,40,16,21,21,25,25,19,20,25,28,27,21,10,8,13,9,7,3,0,0,370,
"3128712",15,27,16,15,14,23,23,21,21,17,12,24,21,15,26,17,11,7,0,0,0,318,
"3128713",44,37,26,19,42,35,39,43,30,21,29,37,33,24,10,4,13,19,5,0,0,499,
"3128714",24,23,17,18,24,38,30,16,18,23,29,20,36,28,9,15,8,12,3,0,0,401,
"3128715",28,23,38,53,31,36,25,28,34,32,33,33,31,9,11,9,5,3,5,0,0,457,
"3128716",44,34,30,30,50,39,27,39,45,39,29,23,20,11,16,15,5,3,0,0,0,511,
"3128717",23,30,36,30,18,24,27,21,18,27,22,16,16,6,5,5,0,0,0,0,0,335,
"3128718",56,53,23,39,87,60,42,29,26,40,34,22,26,16,6,9,5,0,0,0,0,574,
"3128719",19,16,24,15,23,16,27,22,19,20,24,23,10,10,9,11,9,7,3,0,0,302,
"3128720",99,101,68,53,55,87,76,45,46,36,16,13,10,4,3,0,4,4,0,0,0,724,
"3128721",35,31,27,32,40,28,38,20,25,38,23,13,25,15,17,11,6,4,3,0,0,428,
"3128722",49,30,30,29,44,49,36,27,64,44,32,45,47,26,22,8,14,10,0,0,0,603,
"3128723",32,46,19,24,34,38,32,48,24,24,28,26,23,34,53,40,25,21,10,0,0,569,
"3128724",17,14,15,8,13,15,18,8,13,14,15,15,17,10,10,7,0,0,0,0,0,243,
"3128725",30,29,24,29,28,27,32,31,18,24,19,25,21,25,24,14,16,0,0,0,0,416,
"3128726",27,28,13,20,40,26,15,17,28,28,35,17,24,20,5,5,3,0,0,0,0,358,
"3128727",20,23,14,17,15,20,20,17,24,21,27,20,24,12,17,7,9,0,0,0,0,316,
"3128728",22,28,24,26,17,20,22,15,25,27,12,19,14,16,15,8,3,3,0,6,0,335,
"3128729",27,26,25,34,35,34,39,27,27,38,45,20,23,20,10,10,11,5,3,0,0,460,
"3128730",26,35,23,19,32,34,39,28,28,21,24,23,21,19,16,11,6,0,0,0,0,427,
"3128731",22,20,22,12,18,24,31,16,17,15,10,11,13,16,11,9,7,4,0,0,0,283,
"3128732",8,20,12,23,18,8,12,23,18,16,27,18,12,3,4,4,13,3,0,0,0,241,
"3128733",27,27,15,14,32,28,32,23,29,15,22,17,12,10,10,9,8,0,4,0,0,333,
"3128734",35,51,33,27,33,35,29,39,33,34,23,22,18,51,53,52,67,53,42,3,0,723,
"3128735",18,31,18,22,24,12,21,22,26,25,21,16,22,9,8,22,20,9,4,0,0,354,
"3128736",10,24,33,41,24,15,17,12,28,31,28,32,21,16,8,8,5,0,3,0,0,346,
"3128737",44,27,37,20,16,36,29,26,25,18,22,25,21,20,15,6,6,7,3,4,0,411,
"3128738",27,28,19,26,24,34,40,30,19,18,35,19,22,10,10,13,9,11,0,0,0,399,
"3128739",17,29,20,17,24,19,25,17,19,18,27,24,22,25,12,16,4,5,0,0,0,344,
"3128740",12,10,10,11,14,16,13,10,11,12,8,16,18,14,4,3,5,3,0,7,0,201,
"3128741",28,29,24,25,23,20,29,25,32,37,32,24,19,11,13,0,10,5,0,0,0,383,
"3128742",10,16,17,18,9,13,13,21,26,19,8,17,23,13,18,17,6,7,0,0,0,279,
"3128743",15,11,7,6,18,23,15,9,7,13,21,9,20,20,3,18,3,6,0,0,0,231,
"3128744",23,13,10,16,33,29,23,19,19,32,24,14,12,22,7,3,7,7,0,0,0,308,
"3128745",25,29,29,25,19,13,10,15,22,20,26,13,18,20,11,10,6,0,0,0,0,315,
"3128746",17,13,18,20,19,28,19,18,19,21,16,14,27,17,22,16,10,4,5,0,0,322,
"3128801",38,41,39,50,49,47,33,33,30,46,44,30,24,8,10,11,0,0,0,0,0,534,
"3128802",67,82,63,72,44,54,62,52,66,48,44,38,31,34,9,4,0,3,0,0,0,787,
"3128803",12,9,24,32,19,11,9,6,19,27,30,24,18,10,0,0,0,3,0,0,0,247,
"3128804",5,19,22,24,29,17,11,9,19,23,46,32,25,21,12,6,5,0,0,0,0,319,
"3128805",18,12,32,17,22,15,15,15,9,26,24,19,13,12,8,4,4,0,0,0,0,265,
"3128806",29,32,27,38,28,28,34,40,36,26,34,25,19,22,14,7,3,0,0,0,0,439,
"3128807",23,26,26,31,21,10,8,21,32,32,22,21,19,16,12,14,6,0,0,0,0,334,
"3128808",16,17,26,29,12,10,13,13,20,30,24,25,15,17,18,11,0,4,0,0,0,324,
"3128809",23,33,38,44,21,19,33,30,45,31,44,31,22,24,6,4,6,0,0,0,0,461,
"3128810",27,61,75,68,36,8,34,36,71,68,66,38,23,17,16,0,0,5,0,0,0,651,
"3128811",22,24,22,14,12,9,9,21,26,17,21,24,25,16,8,9,4,4,0,0,0,285,
"3128901",8,15,12,25,17,9,9,14,23,20,29,29,25,19,11,10,4,4,0,0,0,272,
"3128902",17,30,32,38,19,17,15,32,19,34,31,24,29,20,23,12,4,0,5,0,0,401,
"3128903",28,24,27,29,24,31,27,25,30,28,40,37,30,17,17,8,3,0,0,0,0,422,
"3128904",42,66,58,49,14,12,38,57,59,48,46,35,13,21,8,8,0,0,0,0,0,574,
"3128905",16,11,30,24,15,4,15,10,17,29,30,26,7,10,5,0,3,0,0,0,0,255,
"3128906",86,95,78,66,55,50,67,79,98,97,61,46,42,32,24,3,4,6,0,0,0,988,
"3128907",39,68,67,45,14,18,42,46,48,36,28,38,24,18,6,5,0,0,0,0,0,553,
"3128908",27,34,38,38,35,14,22,18,28,56,46,55,47,30,17,15,10,5,4,5,0,540,
"3128909",10,23,24,20,10,15,16,16,21,18,38,20,36,24,5,8,3,3,0,0,0,327,
"3128910",20,31,20,10,11,15,27,16,23,30,23,27,19,11,12,3,3,0,0,0,0,291,
"3128911",40,53,43,52,23,30,34,43,32,38,47,33,30,18,12,5,4,0,0,0,0,551,
"3128912",13,15,22,20,17,17,23,18,20,36,33,24,27,24,17,4,4,0,0,0,0,346,
"3129001",28,38,37,33,18,24,30,31,37,45,23,20,35,35,13,3,7,0,0,0,0,466,
"3129002",27,37,30,30,19,21,29,25,38,27,15,28,23,12,13,7,4,0,5,0,0,403,
"3129003",18,10,18,14,11,6,13,14,17,15,22,20,20,18,17,5,0,0,0,0,0,231,
"3129004",24,50,48,41,21,17,28,33,56,58,45,36,37,28,14,10,8,0,0,0,0,560,
"3129005",35,35,63,33,26,27,37,47,55,32,40,40,25,36,22,11,0,3,0,0,0,570,
"3129006",32,47,64,42,28,13,28,43,52,71,47,43,32,19,13,7,3,3,0,0,0,578,
"3129007",17,21,25,21,10,14,14,16,35,28,23,29,24,27,14,7,0,8,0,0,0,321,
"3129008",36,44,44,24,19,27,29,28,38,26,28,28,8,5,5,6,3,0,0,0,0,395,
"3129009",29,34,45,26,24,15,32,25,34,29,34,35,18,11,8,13,3,0,0,0,0,409,
"3129010",17,33,28,19,11,0,10,23,26,23,29,11,4,0,6,3,0,0,0,0,0,244,
"3129011",20,26,30,26,21,17,11,30,39,30,31,42,21,27,16,13,4,3,0,0,0,394,
"3129012",19,12,21,17,8,7,13,20,14,23,24,17,13,18,10,4,0,0,0,0,0,250,
"3129013",26,43,40,35,20,10,17,41,31,54,56,39,27,32,9,10,0,0,0,0,0,479,
"3129014",22,27,34,28,17,11,21,32,39,25,32,24,16,15,7,8,3,0,0,0,0,374,
"3129015",24,38,51,29,12,9,14,25,50,46,30,42,15,16,3,5,3,0,0,0,0,415,
"3129101",79,87,54,60,70,79,62,54,54,44,43,39,40,27,13,20,6,0,0,0,0,842,
"3129102",53,33,38,35,30,25,34,28,28,28,36,24,19,16,10,9,13,0,0,0,0,467,
"3129103",26,41,18,11,18,17,34,17,34,38,29,15,19,12,21,11,5,8,0,0,0,386,
"3129104",35,35,24,32,31,31,29,28,27,38,43,20,17,14,22,5,17,8,0,0,0,452,
"3129105",30,36,31,21,22,31,39,22,26,28,28,12,17,10,15,5,0,0,0,0,0,362,
"3129106",52,40,28,23,33,34,48,26,27,38,25,36,25,29,15,13,15,7,0,0,0,516,
"3129107",68,79,44,60,67,46,45,39,34,25,22,30,8,9,3,5,3,0,0,0,0,591,
"3129108",9,10,13,14,12,4,13,11,12,14,19,4,14,12,6,8,0,0,0,0,0,179,
"3129109",9,23,13,24,21,12,13,14,11,19,28,28,18,13,6,9,4,0,3,0,0,259,
"3129110",37,51,42,33,36,23,36,34,31,18,16,21,11,11,0,3,0,0,0,0,0,424,
"3129111",29,19,19,28,42,25,26,20,31,24,27,26,19,24,40,9,13,10,4,0,0,434,
"3129112",39,32,39,32,30,43,23,30,28,13,15,31,19,8,9,5,0,4,0,0,0,392,
"3129113",72,68,66,55,69,74,50,43,50,36,37,39,20,22,11,9,0,0,0,0,0,728,
"3129114",44,44,30,22,40,27,27,37,29,24,26,23,19,17,9,12,10,3,3,0,0,446,
"3129115",49,40,40,33,40,25,44,47,50,41,39,43,27,22,20,11,19,0,0,0,0,584,
"3129116",35,44,48,28,36,43,40,32,30,35,38,36,44,50,25,20,8,10,0,0,0,597,
"3129117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3129201",17,18,9,15,8,6,18,13,17,15,23,23,19,26,8,8,16,3,5,0,0,268,
"3129202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3129203",16,19,19,10,14,18,22,14,10,14,7,14,12,14,10,9,3,0,0,0,0,210,
"3129204",43,32,13,14,40,38,20,26,38,29,22,18,18,12,17,16,5,9,0,0,0,412,
"3129205",33,36,20,28,23,35,47,38,36,27,19,35,36,23,18,13,11,5,0,0,0,472,
"3129206",18,11,8,7,6,16,13,8,11,3,5,13,14,11,21,23,23,32,15,12,3,281,
"3129207",19,22,21,8,9,14,16,20,16,18,12,12,17,5,13,15,3,3,0,0,0,249,
"3129208",20,31,14,20,17,16,16,19,15,14,12,9,11,7,14,3,4,0,0,0,0,231,
"3129209",21,14,12,17,22,13,14,13,20,21,25,10,12,11,11,12,0,0,0,0,0,247,
"3129210",33,17,14,12,12,29,21,26,8,15,21,20,16,30,20,13,11,3,0,0,0,316,
"3129211",29,31,21,12,23,27,28,19,27,23,31,17,22,19,8,17,7,0,0,0,0,359,
"3129212",36,31,20,27,48,22,33,31,30,33,33,28,11,18,12,11,5,6,0,0,0,434,
"3129213",30,22,16,19,6,35,35,18,27,14,11,24,15,18,5,6,9,0,0,0,0,318,
"3129214",23,33,24,32,20,23,23,25,23,42,22,27,26,26,13,3,10,6,0,3,0,424,
"3129215",13,20,22,7,12,17,13,18,17,16,21,12,9,13,0,0,3,3,0,0,0,213,
"3129216",26,32,21,22,30,17,27,28,30,38,22,23,19,13,4,9,6,0,0,0,0,358,
"3129217",13,9,4,12,10,9,17,9,13,15,18,12,10,11,8,0,0,6,4,0,0,188,
"3129218",24,16,12,19,22,34,25,12,20,16,36,22,12,12,4,14,14,6,0,0,0,310,
"3129219",32,32,27,22,19,28,41,29,37,27,32,34,42,61,106,90,50,22,0,0,0,741,
"3129220",31,19,31,20,40,18,22,21,19,36,39,12,26,6,9,9,4,5,0,0,0,377,
"3129301",24,13,14,23,23,17,23,16,16,22,17,22,10,7,6,10,3,0,0,0,0,270,
"3129302",61,64,43,34,16,69,62,26,28,23,9,5,3,0,0,0,0,0,0,0,0,447,
"3129303",35,29,22,21,17,35,46,23,28,21,12,17,12,13,4,9,3,5,0,0,0,343,
"3129304",16,20,24,10,18,17,23,6,28,30,11,32,18,14,7,9,5,0,0,0,0,305,
"3129305",26,31,30,31,20,8,11,25,33,24,36,34,12,13,8,3,3,0,0,0,0,363,
"3129306",24,43,34,30,24,13,22,31,29,25,35,23,19,13,8,9,3,0,0,0,0,391,
"3129307",72,60,48,56,40,44,63,42,44,38,17,30,16,20,9,7,0,0,0,0,0,606,
"3129308",35,39,39,19,34,32,42,33,29,40,31,29,28,22,17,13,13,0,0,0,0,497,
"3129309",31,35,31,22,21,30,26,37,27,19,26,20,12,19,20,32,10,14,3,0,0,436,
"3129310",32,25,20,20,21,46,43,29,31,16,23,33,31,33,20,10,12,7,4,0,0,452,
"3129311",35,46,32,25,22,28,33,49,21,10,27,21,14,17,25,20,8,7,0,0,0,435,
"3129312",18,22,20,16,11,17,18,11,12,13,29,15,11,17,33,9,22,28,13,11,0,355,
"3129313",15,22,30,14,19,17,15,12,17,15,16,7,12,6,12,9,5,0,0,0,0,233,
"3129314",27,37,46,27,40,34,36,27,25,35,33,37,32,24,21,15,6,6,0,0,0,509,
"3129315",95,74,44,49,44,72,74,64,55,41,34,26,22,23,16,13,9,4,0,0,0,755,
"3129316",23,26,51,62,36,12,23,21,41,59,60,33,10,22,9,11,0,0,0,0,0,493,
"3129317",21,14,23,27,24,18,27,20,19,29,19,33,32,24,20,20,5,3,0,0,0,377,
"3129318",16,10,25,33,25,17,15,19,20,24,23,31,23,19,20,9,0,3,0,0,0,328,
"3129319",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,
"3129320",23,29,42,24,36,17,24,34,28,32,22,21,23,20,33,7,6,3,0,0,0,424,
"3129321",28,30,34,14,20,23,42,26,28,21,23,30,28,28,22,19,12,5,7,0,0,440,
"3129322",10,8,6,20,9,9,11,10,13,18,16,10,14,13,6,6,6,0,0,0,0,180,
"3129323",17,21,15,17,15,15,25,19,10,20,22,15,17,17,25,13,0,6,0,0,0,284,
"3129324",21,33,28,23,17,24,26,25,20,25,15,19,34,18,12,26,31,24,14,6,0,438,
"3129325",34,35,34,16,35,39,27,28,26,31,26,46,26,20,19,19,7,5,4,0,0,445,
"3129326",25,20,23,14,14,19,26,23,24,28,20,15,27,21,22,12,9,0,0,0,0,340,
"3129327",10,11,13,22,11,17,9,13,16,14,20,20,20,11,4,11,9,3,0,0,0,237,
"3129328",48,49,43,42,38,37,44,35,43,38,25,21,15,15,12,10,6,0,0,0,0,518,
"3129329",21,12,19,12,18,22,16,16,7,9,23,16,22,8,5,0,0,0,0,0,0,227,
"3129331",0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,0,8,
"3129332",22,21,26,24,23,30,22,27,25,22,20,23,19,14,8,7,0,0,0,0,0,354,
"3129333",23,33,44,35,39,36,26,27,45,32,23,17,38,34,10,12,10,10,0,0,0,477,
"3129334",41,45,28,42,38,34,32,28,25,27,29,26,18,25,12,0,3,6,0,0,0,463,
"3129335",33,32,27,19,29,35,40,27,29,25,31,19,22,16,23,11,8,8,8,0,0,437,
"3129337",43,44,31,34,39,28,31,24,25,21,8,10,4,5,0,9,0,0,0,0,0,355,
"3129338",60,76,57,45,35,44,45,33,34,31,14,13,13,6,6,0,0,0,0,0,0,494,
"3129339",24,14,4,11,39,25,16,9,12,9,15,16,16,31,31,43,33,34,15,0,0,400,
"3129340",63,54,40,24,38,42,52,28,27,35,22,14,12,9,13,8,3,0,0,0,0,465,
"3129341",73,72,54,54,27,65,56,50,25,24,17,16,18,3,5,9,0,3,0,0,0,578,
"3129401",29,25,20,36,23,33,28,25,35,22,29,36,28,16,17,13,5,0,0,0,0,435,
"3129402",25,23,18,18,25,23,14,18,23,13,45,27,28,10,11,6,0,0,0,0,0,324,
"3129403",20,27,15,24,23,23,35,25,26,23,30,27,28,15,7,9,5,0,0,0,0,351,
"3129404",191,140,105,78,180,276,208,111,110,102,68,62,27,30,22,8,6,0,0,0,0,1717,
"3129405",64,34,42,37,83,81,67,49,24,42,38,39,21,11,6,4,0,0,0,0,0,653,
"3129406",12,29,26,40,21,14,15,22,33,37,27,26,6,10,8,0,0,0,0,0,0,317,
"3129407",19,34,44,47,23,3,15,37,43,46,26,27,17,14,4,6,3,0,0,0,0,393,
"3129408",38,49,50,48,11,25,32,41,44,30,33,16,17,12,0,0,0,0,0,0,0,441,
"3129501",22,17,10,18,15,24,11,10,27,18,24,29,20,22,27,50,50,56,34,13,7,505,
"3129502",22,21,25,14,37,24,7,17,10,21,19,13,6,5,5,6,0,0,0,0,0,267,
"3129503",0,0,4,0,6,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,22,
"3129504",20,14,22,10,11,9,14,18,10,17,12,13,9,17,12,3,8,0,0,0,0,218,
"3129505",32,33,29,34,28,23,20,23,24,15,23,20,26,17,21,15,11,6,0,0,0,409,
"3129506",38,42,43,40,14,33,23,26,36,36,32,24,28,19,18,15,5,0,0,0,0,480,
"3129507",27,10,15,17,30,23,19,18,27,20,13,15,14,26,11,11,5,0,0,0,0,294,
"3129508",30,31,33,33,25,24,25,21,31,32,25,29,35,27,12,13,7,0,5,0,0,418,
"3129509",48,57,45,35,39,32,34,27,25,19,21,16,29,18,8,5,4,0,0,0,0,467,
"3129510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3129601",83,74,42,17,46,80,87,68,61,41,33,7,18,9,5,0,0,0,0,0,0,678,
"3129602",212,158,121,149,113,192,143,138,157,103,78,40,30,17,12,8,5,0,0,0,0,1684,
"3129605",53,71,66,76,40,38,51,47,81,101,64,62,29,16,12,4,0,0,0,0,0,809,
"3129606",75,52,32,39,49,54,54,62,53,46,37,32,28,27,23,4,5,0,0,4,0,666,
"3129607",24,29,30,42,20,18,34,42,22,32,26,20,21,22,22,6,5,3,0,0,0,396,
"3129608",17,20,20,26,25,20,26,23,21,12,26,28,14,17,9,5,0,0,0,0,0,307,
"3129609",39,43,27,29,22,24,39,39,41,23,24,35,26,17,14,6,0,4,0,0,0,458,
"3129610",86,95,89,66,77,74,64,49,59,44,49,38,33,24,9,8,0,0,0,0,0,868,
"3129611",43,21,16,34,37,45,42,28,26,29,24,31,27,19,17,7,8,0,0,0,0,435,
"3129612",41,30,22,21,19,26,41,45,25,19,11,19,9,5,0,0,0,0,0,0,0,335,
"3129613",130,75,60,37,62,118,135,85,65,44,33,24,18,13,3,0,0,0,0,0,0,902,
"3129614",61,54,33,40,60,72,53,42,34,33,25,22,15,10,7,0,0,0,0,0,0,556,
"3129615",33,33,15,30,47,34,37,27,17,28,25,42,29,13,12,16,3,4,0,0,0,435,
"3129616",29,31,36,36,39,31,31,32,25,37,35,26,23,24,7,20,0,0,0,0,0,461,
"3129617",36,45,34,33,41,29,42,38,31,41,33,36,34,22,18,14,10,3,3,0,0,542,
"3129618",34,30,27,35,31,29,25,18,24,20,34,22,11,3,7,12,5,0,0,0,0,371,
"3129619",153,122,64,53,71,121,183,120,97,72,52,26,14,6,3,6,4,0,0,0,0,1173,
"3129620",43,34,32,27,29,18,30,44,42,38,38,20,10,3,3,0,0,0,0,0,0,404,
"3129621",47,40,42,25,24,22,36,52,52,46,32,18,21,17,4,3,0,3,0,0,0,488,
"3129622",75,107,51,56,25,21,62,89,81,46,40,21,16,15,4,0,4,0,0,0,0,719,
"3129623",54,69,72,59,23,21,40,58,65,53,38,21,17,14,4,0,0,3,0,0,0,626,
"3129624",27,29,47,40,34,19,34,37,44,44,39,38,13,9,0,0,0,0,0,0,0,450,
"3129701",45,36,40,41,56,40,51,25,38,33,31,25,26,24,7,19,13,4,0,0,0,540,
"3129702",24,22,15,21,35,38,20,3,41,19,28,28,16,19,20,11,5,0,0,0,0,357,
"3129703",46,30,23,22,31,46,26,29,20,35,27,33,24,12,3,11,3,0,0,0,0,428,
"3129704",22,23,27,45,41,25,27,21,26,33,42,21,31,32,27,15,0,3,0,0,0,462,
"3129705",11,4,28,21,14,10,14,8,15,19,24,19,10,4,5,7,0,3,5,0,0,227,
"3129706",10,10,15,15,11,9,20,10,12,9,27,15,23,14,3,0,8,0,0,0,0,206,
"3129707",30,38,28,44,32,25,28,33,31,36,56,40,29,22,18,9,8,3,8,0,0,514,
"3129708",28,29,24,30,29,25,27,22,31,28,24,20,9,12,15,7,5,0,0,0,0,372,
"3129709",35,29,18,35,47,42,26,24,31,44,31,41,22,15,16,5,0,0,0,0,0,469,
"3129710",26,17,13,21,21,24,22,18,15,18,20,15,19,9,21,6,6,0,0,0,0,275,
"3129711",17,13,19,17,12,17,13,14,17,19,21,9,13,14,11,3,5,0,0,0,0,223,
"3129712",51,61,46,43,39,43,59,41,54,36,34,42,41,25,21,7,0,0,0,0,0,648,
"3129713",13,25,29,28,26,15,20,18,27,32,33,15,10,6,10,0,0,0,0,0,0,299,
"3129714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3129715",9,20,26,23,7,8,9,14,17,25,20,20,23,14,21,3,3,0,0,0,0,274,
"3129716",12,11,11,26,21,18,19,16,20,18,31,16,29,24,7,5,3,5,0,0,0,291,
"3129717",33,31,31,36,35,24,31,27,28,35,27,30,28,13,13,6,5,0,3,0,0,440,
"3129718",25,26,28,38,25,36,20,19,31,33,36,29,25,24,11,4,6,9,4,0,0,417,
"3129719",30,43,43,32,34,41,44,30,34,45,46,43,30,32,13,14,8,0,0,0,0,564,
"3129720",44,37,45,36,38,70,57,31,44,46,33,38,22,28,9,8,0,0,0,0,0,595,
"3129721",25,20,46,21,34,23,39,19,33,37,30,29,32,32,12,7,8,5,0,0,0,455,
"3129722",25,25,36,33,23,23,28,25,35,35,27,10,15,19,16,3,0,0,0,0,0,392,
"3129723",29,18,24,17,28,25,22,24,18,26,17,29,25,17,11,4,4,6,0,0,0,343,
"3129724",27,37,14,27,25,24,28,35,25,26,33,43,35,24,11,10,0,5,5,0,0,442,
"3129801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"3129901",15,16,23,28,22,16,20,27,19,25,20,18,19,15,7,6,9,0,0,0,0,291,
"3129902",19,39,39,17,8,21,22,25,22,20,11,15,18,11,9,3,0,0,0,0,0,304,
"3129903",20,25,20,17,23,26,27,25,15,17,25,22,21,14,12,3,4,4,0,0,0,316,
"3129904",11,13,21,21,23,17,24,14,10,12,17,21,21,22,12,8,5,4,0,0,0,281,
"3129905",27,35,21,30,31,22,24,25,27,31,34,49,39,23,22,12,9,0,5,0,0,470,
"3129906",50,56,21,29,41,30,60,41,27,33,37,29,30,21,9,15,4,0,0,0,0,537,
"3129907",57,43,40,39,28,38,24,48,26,31,26,4,21,4,3,0,0,0,0,0,0,444,
"3129908",50,48,49,33,46,35,51,37,26,28,28,20,18,12,3,0,0,0,0,0,0,483,
"3129909",35,59,43,27,25,34,25,42,26,29,29,31,12,10,4,0,0,0,0,0,0,427,
"3129910",23,18,22,26,28,22,23,23,30,28,27,23,13,11,5,3,3,5,0,0,0,331,
"3129911",24,27,21,21,13,15,17,18,15,10,15,18,10,7,0,7,0,0,0,0,0,245,
"3129912",26,35,28,39,39,22,34,25,24,27,48,49,26,16,6,3,0,0,0,0,0,453,
"3129913",38,40,44,25,33,30,36,29,16,23,25,19,27,24,40,49,40,20,10,0,0,573,
"3129915",45,76,58,43,41,57,49,44,42,34,33,14,10,3,16,5,0,0,0,0,0,574,
"3129916",73,70,76,63,45,44,55,48,63,49,34,25,10,10,7,0,0,0,0,0,0,668,
"3129917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3129918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3129919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"3129920",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,
"3129921",11,23,17,23,24,9,8,26,14,23,15,17,11,4,6,7,3,0,0,0,0,233,
"3129922",15,21,17,18,13,17,30,21,18,15,21,13,10,6,14,5,3,0,0,0,0,259,
"3129923",17,22,21,24,21,25,20,12,26,20,33,36,15,17,11,3,3,0,0,0,0,342,
"3129924",22,28,21,20,14,17,27,18,22,10,22,37,20,11,3,9,0,0,0,0,0,300,
"3129925",50,58,42,35,41,48,40,49,22,33,28,18,11,10,0,3,0,0,0,0,0,475,
"3129926",53,59,48,34,54,43,55,44,26,30,31,13,11,8,7,0,0,0,0,0,0,515,
"3130001",34,21,11,18,32,41,48,37,33,27,29,27,21,14,11,14,0,3,0,0,0,420,
"3130002",39,36,40,37,31,34,40,28,41,45,27,37,25,35,14,11,10,6,0,0,0,528,
"3130003",33,24,30,44,41,17,28,42,46,36,27,32,31,17,30,14,4,12,0,0,0,497,
"3130004",43,42,35,61,23,28,35,28,34,30,17,13,12,4,0,0,0,0,0,0,0,420,
"3130005",60,59,42,39,51,58,64,53,38,47,24,31,20,8,15,8,0,0,0,0,0,634,
"3130006",40,35,16,16,28,32,25,32,31,31,15,23,27,32,56,39,23,11,0,0,0,510,
"3130007",33,44,23,44,36,17,35,33,26,30,35,23,15,27,9,12,4,4,3,0,0,480,
"3130008",104,109,107,72,96,92,90,56,67,55,50,40,42,16,7,3,0,0,0,0,0,1017,
"3130009",18,31,20,25,19,24,23,26,25,24,26,24,21,10,6,8,0,0,0,0,0,314,
