Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"SA1 (UR)",
"3123011",11,0,32,45,84,188,0,60,21,65,50,559,
"3123012",6,8,18,23,54,110,0,83,12,52,36,407,
"3123101",4,9,37,15,37,77,0,9,5,76,27,303,
"3123102",12,8,60,34,35,77,0,12,12,20,50,318,
"3123103",16,11,63,48,47,91,0,7,10,42,37,367,
"3123104",24,21,99,54,80,153,0,23,18,52,156,672,
"3123105",13,0,71,46,66,140,0,15,17,83,37,476,
"3123106",19,8,43,49,66,118,0,24,10,164,51,549,
"3123107",4,0,37,11,36,48,0,9,8,30,13,195,
"3123108",6,11,43,29,52,95,0,11,18,59,19,330,
"3123109",0,0,26,28,72,94,0,28,8,33,63,360,
"3123110",23,3,68,49,97,143,0,21,23,48,73,545,
"3123111",9,0,52,28,27,50,0,5,8,12,62,254,
"3123112",3,6,39,37,59,109,0,16,0,24,96,395,
"3123113",0,0,0,5,0,4,0,0,0,5,0,14,
"3123114",6,0,30,44,87,117,0,21,15,48,96,457,
"3123116",10,10,49,52,92,122,0,24,13,36,66,468,
"3123117",5,3,25,30,55,117,0,22,11,98,43,416,
"3123118",3,6,28,31,53,86,0,15,9,55,28,311,
"3123119",7,5,44,44,93,142,0,34,15,41,94,523,
"3123120",18,3,68,56,120,191,0,30,21,54,113,673,
"3123121",6,5,55,48,93,138,0,23,16,46,84,505,
"3123122",5,4,38,41,78,107,0,8,17,11,65,370,
"3123123",14,15,72,47,100,125,0,23,10,63,83,544,
"3123124",11,7,82,52,56,117,0,14,8,79,50,477,
"3123125",5,4,43,25,51,88,0,6,12,24,53,315,
"3123126",9,0,55,39,53,112,0,11,11,40,46,372,
"3123127",20,7,54,49,66,106,0,11,11,42,146,500,
"3123128",4,4,17,25,62,75,0,26,3,16,76,309,
"3123129",12,5,31,26,46,63,0,15,13,24,58,294,
"3123201",6,3,15,17,50,95,0,32,12,37,17,284,
"3123202",0,3,25,32,59,123,0,42,15,49,92,436,
"3123203",3,6,28,36,67,103,0,28,10,40,57,372,
"3123204",0,9,32,30,60,69,0,18,6,13,65,312,
"3123205",3,6,24,22,67,95,0,17,6,23,58,316,
"3123206",0,9,44,53,95,160,0,41,11,34,88,533,
"3123207",15,5,37,35,81,120,0,11,13,30,116,465,
"3123208",5,0,17,26,55,89,0,21,13,17,75,311,
"3123209",14,5,26,36,77,106,0,10,11,18,81,387,
"3123210",7,10,62,43,93,153,0,17,16,22,144,561,
"3123211",3,3,23,25,58,145,0,80,18,61,31,442,
"3123212",0,4,22,23,44,64,0,14,11,12,49,246,
"3123213",0,4,15,22,84,123,0,27,12,21,65,376,
"3123214",4,4,28,41,87,153,0,33,15,19,103,490,
"3123215",0,7,17,22,45,88,0,23,10,13,46,258,
"3123216",5,0,32,43,77,128,0,26,10,30,95,455,
"3123217",4,6,34,31,75,106,0,11,6,15,102,393,
"3123218",0,0,16,9,34,56,0,9,3,11,63,199,
"3123219",18,0,45,33,52,77,0,4,9,22,61,311,
"3123220",16,8,46,41,79,159,0,18,12,39,91,521,
"3123221",0,0,0,0,3,4,0,0,0,0,0,8,
"3123222",3,3,24,32,73,135,0,32,7,24,67,398,
"3123223",0,0,0,0,0,5,0,6,0,0,3,16,
"3123224",9,9,24,37,66,92,0,18,13,16,60,344,
"3123225",5,0,38,30,85,118,0,20,12,31,62,403,
"3123226",9,0,30,16,63,80,0,20,16,13,47,289,
"3123301",10,7,24,27,68,84,0,17,4,15,107,373,
"3123302",22,3,34,26,42,71,0,13,4,9,47,276,
"3123303",24,12,56,38,51,102,0,17,10,14,81,405,
"3123304",4,3,15,31,57,98,0,31,12,34,54,339,
"3123305",6,4,32,21,67,95,0,21,8,11,71,339,
"3123306",10,6,17,21,56,71,0,9,5,28,59,295,
"3123307",9,5,52,48,59,136,0,20,8,15,90,439,
"3123308",10,7,76,43,92,167,0,13,13,27,108,564,
"3123309",24,9,76,49,86,131,0,17,20,39,110,568,
"3123310",22,9,42,43,99,166,0,36,19,73,118,628,
"3123311",0,0,23,27,70,98,0,25,14,34,44,341,
"3123312",7,0,18,20,36,75,0,26,10,15,29,241,
"3123313",3,9,18,28,46,85,0,17,10,17,80,311,
"3123314",0,0,14,13,40,66,0,11,9,18,43,220,
"3123315",5,4,33,31,64,102,0,13,0,15,99,373,
"3123316",5,10,24,30,65,151,0,46,11,43,49,441,
"3123317",10,3,48,38,70,96,0,15,10,24,83,396,
"3123318",3,4,32,42,49,109,0,29,9,20,47,345,
"3123319",10,10,77,51,186,236,0,34,19,48,145,813,
"3123320",8,7,49,16,55,83,0,10,9,23,76,335,
"3123321",6,8,39,35,68,79,3,8,7,26,65,341,
"3123322",10,3,39,52,90,137,0,26,18,39,133,544,
"3123323",5,8,25,26,48,111,0,26,13,15,49,324,
"3123324",5,0,22,26,87,133,0,31,9,28,54,411,
"3123325",3,7,32,22,77,108,0,23,11,25,77,388,
"3123326",0,0,0,0,0,4,0,0,0,3,0,13,
"3123327",0,0,0,0,0,0,0,0,0,0,0,0,
"3123328",11,4,26,32,54,76,0,12,6,39,63,327,
"3123329",6,11,53,47,81,128,0,18,10,27,102,496,
"3123330",9,9,37,31,103,141,0,36,19,44,106,530,
"3123331",9,5,18,18,35,66,0,7,7,13,31,200,
"3123332",0,9,39,55,100,152,0,42,18,64,86,555,
"3123333",0,0,0,0,0,0,0,0,0,0,0,0,
"3123401",11,6,56,28,53,69,0,16,12,37,40,316,
"3123402",5,3,27,21,43,68,0,7,7,18,46,242,
"3123403",4,3,25,17,47,77,0,15,6,26,39,263,
"3123404",11,13,46,32,77,154,0,41,11,35,60,468,
"3123405",12,0,34,42,76,116,0,24,11,61,51,433,
"3123406",12,3,75,59,81,193,0,30,21,71,75,625,
"3123407",10,6,48,19,58,105,0,14,4,33,40,335,
"3123408",17,10,79,63,135,215,0,31,11,51,82,684,
"3123409",12,8,65,37,105,124,0,35,11,29,140,567,
"3123410",0,0,0,0,0,0,0,0,0,0,0,0,
"3123411",7,3,41,31,41,77,0,15,9,35,33,295,
"3123412",4,8,30,21,41,88,0,19,9,35,49,311,
"3123413",28,10,73,42,121,174,0,40,19,43,108,661,
"3123414",15,11,72,51,118,170,0,30,14,34,112,629,
"3123415",15,6,73,54,137,198,0,36,28,75,86,699,
"3123416",13,11,59,72,97,162,0,20,17,37,65,560,
"3123417",9,7,60,53,99,146,0,34,17,52,91,563,
"3123418",8,11,56,44,96,128,0,25,12,67,66,501,
"3123419",0,7,35,38,82,99,0,28,9,42,64,411,
"3123420",10,11,46,28,82,117,0,27,8,33,85,454,
"3123421",16,5,45,27,44,70,0,14,9,26,82,327,
"3123422",14,7,76,34,73,98,0,21,6,22,104,458,
"3123423",15,10,62,52,97,146,0,23,18,37,139,592,
"3123424",10,3,51,34,74,120,0,21,10,26,101,450,
"3123425",12,6,53,41,82,133,0,23,11,17,128,507,
"3123426",8,8,55,38,108,148,0,36,11,39,91,539,
"3123427",14,10,61,46,102,152,0,41,13,36,111,582,
"3123428",10,4,66,51,111,158,0,22,7,29,132,599,
"3123429",0,10,49,26,97,104,0,14,7,15,96,417,
"3123430",13,9,59,37,69,127,0,10,8,38,65,447,
"3123431",6,5,39,17,38,61,0,13,4,106,30,319,
"3123432",9,6,54,43,73,122,0,18,9,30,53,417,
"3123501",18,15,73,87,151,340,0,69,27,82,47,912,
"3123502",19,4,41,21,27,79,0,9,5,27,63,298,
"3123503",0,0,0,0,0,0,0,0,0,0,0,0,
"3123504",26,6,53,16,37,96,0,11,11,35,106,386,
"3123505",14,3,53,40,67,106,0,14,10,20,94,428,
"3123506",25,4,59,19,26,107,0,10,4,22,73,360,
"3123507",7,4,38,25,50,97,0,16,11,51,93,383,
"3123508",25,4,48,37,77,151,0,18,7,22,86,483,
"3123509",12,4,43,37,64,117,0,10,17,27,87,424,
"3123510",0,0,0,0,0,0,0,0,0,0,0,7,
"3123511",0,0,0,0,0,0,0,0,0,0,0,0,
"3123512",20,3,64,42,54,127,0,23,15,31,112,491,
"3123513",20,0,34,31,46,104,0,19,3,21,43,326,
"3123514",19,9,38,28,41,81,0,6,4,15,38,278,
"3123515",56,18,85,51,86,183,0,22,14,42,116,676,
"3123516",18,0,28,36,58,144,0,7,10,22,100,424,
"3123517",6,4,40,27,62,131,0,27,18,43,65,416,
"3123518",19,11,52,35,65,117,0,23,15,35,103,461,
"3123519",24,5,36,28,50,104,0,19,20,18,86,386,
"3123520",17,6,43,46,66,156,0,21,19,29,83,485,
"3123521",8,4,21,24,64,86,0,19,7,44,44,318,
"3123522",4,0,17,19,55,133,0,40,13,117,32,429,
"3123523",11,5,44,38,100,224,0,24,17,35,109,625,
"3123524",16,0,31,31,47,98,0,17,14,42,55,339,
"3123525",12,6,20,17,38,91,0,14,7,17,36,261,
"3123526",11,7,53,47,114,212,0,25,19,39,100,636,
"3123601",0,0,0,0,0,0,0,0,0,0,0,0,
"3123602",106,22,321,197,210,606,0,119,69,223,315,2183,
"3123603",0,0,0,0,4,10,0,0,0,0,0,10,
"3123604",9,6,74,36,107,164,0,25,19,80,36,562,
"3123605",4,5,27,28,37,96,0,26,20,51,48,341,
"3123606",9,9,32,22,53,76,0,10,15,91,18,335,
"3123607",13,6,48,45,71,136,0,23,14,57,34,450,
"3123608",16,3,44,44,64,129,0,13,12,61,74,463,
"3123609",7,3,40,26,63,94,0,29,6,25,54,365,
"3123610",14,4,42,38,63,95,0,16,17,54,16,363,
"3123611",3,4,53,59,94,178,0,32,14,90,37,572,
"3123612",9,4,44,54,108,137,0,27,12,59,89,554,
"3123613",14,7,54,32,99,141,0,20,11,42,97,521,
"3123614",14,6,65,39,108,179,0,40,14,65,120,642,
"3123615",16,4,23,29,52,127,0,44,6,63,12,374,
"3123616",24,3,82,72,85,244,0,32,18,59,176,808,
"3123701",8,4,23,20,64,120,0,30,6,35,38,349,
"3123703",9,3,28,24,25,68,0,8,6,23,23,214,
"3123704",0,0,0,0,0,0,0,0,0,0,0,0,
"3123705",0,0,0,0,0,4,0,0,0,0,0,5,
"3123706",5,7,15,24,56,78,0,16,17,18,39,268,
"3123707",9,5,44,51,66,205,0,34,14,64,63,558,
"3123708",0,0,9,29,73,180,0,76,14,140,7,539,
"3123709",0,0,14,19,56,102,0,20,12,36,46,321,
"3123710",7,0,23,22,81,104,0,14,10,57,165,484,
"3123711",9,4,21,43,109,162,0,24,13,30,171,585,
"3123712",13,3,26,46,84,168,0,43,17,72,91,554,
"3123713",7,9,31,34,101,159,0,53,20,92,106,598,
"3123714",0,0,9,19,46,110,0,70,8,75,4,343,
"3123715",12,7,37,43,70,118,0,22,15,25,89,434,
"3123716",6,0,23,31,55,111,0,24,12,23,55,336,
"3123717",5,3,26,38,101,116,0,26,14,30,79,440,
"3123718",3,9,30,32,72,108,0,25,15,42,91,426,
"3123719",12,0,34,50,120,130,0,25,15,35,123,540,
"3123720",5,4,20,34,76,125,0,26,11,50,45,394,
"3123721",8,8,28,22,76,106,0,31,9,31,76,397,
"3123722",4,0,28,24,89,135,0,23,11,40,96,457,
"3123723",0,9,24,30,61,100,0,23,15,29,70,356,
"3123724",5,3,31,35,65,132,0,22,11,41,49,386,
"3123725",3,0,12,23,44,108,0,69,9,56,0,322,
"3123726",12,6,53,61,82,109,0,21,9,18,72,445,
"3123727",0,0,5,12,35,113,0,50,10,51,0,283,
"3123728",12,3,46,24,50,106,0,13,4,21,58,347,
"3123801",6,0,14,25,45,61,0,17,12,34,35,244,
"3123802",16,4,64,45,84,182,0,28,19,53,149,657,
"3123803",6,5,37,34,66,182,0,37,18,91,73,552,
"3123804",14,0,28,33,44,133,0,28,12,34,95,430,
"3123805",10,3,39,32,63,97,0,19,14,51,54,373,
"3123806",3,3,28,25,65,117,0,31,11,40,44,374,
"3123807",0,6,25,17,44,81,0,12,8,13,51,253,
"3123808",4,0,18,31,61,104,0,30,19,23,42,332,
"3123809",13,0,38,26,61,109,0,36,16,43,69,407,
"3123810",6,9,56,32,91,146,0,40,11,42,92,527,
"3123811",12,6,37,24,51,83,0,13,7,32,54,323,
"3123812",19,7,48,30,53,97,0,17,11,30,61,366,
"3123813",16,5,20,37,77,146,0,21,9,42,56,437,
"3123814",3,3,26,21,70,135,0,25,22,197,44,553,
"3123815",4,0,30,20,59,73,0,21,14,18,44,276,
"3123816",9,3,37,41,55,131,0,26,8,50,125,488,
"3123817",9,6,30,27,48,168,0,23,12,89,35,446,
"3123818",12,0,47,35,55,101,0,21,16,39,52,379,
"3123819",30,11,58,51,104,206,5,36,21,51,52,614,
"3123820",7,0,40,47,78,173,0,48,19,111,57,575,
"3123821",11,6,38,15,37,113,0,25,7,19,23,288,
"3123822",8,4,39,30,37,75,0,24,10,43,69,338,
"3123823",5,13,49,41,74,114,0,23,9,35,86,454,
"3123825",12,6,46,28,66,133,0,15,17,67,44,423,
"3123826",13,7,50,50,74,154,0,28,22,37,105,537,
"3123827",9,4,32,25,54,68,0,11,7,19,59,282,
"3123828",11,0,40,35,83,130,0,21,19,45,75,458,
"3123829",3,5,25,29,77,134,0,30,19,54,48,428,
"3123830",0,4,31,21,62,117,0,29,12,20,44,338,
"3123831",22,5,60,61,88,143,0,21,29,94,15,537,
"3123832",21,5,92,61,123,234,0,37,30,154,55,813,
"3123833",30,8,97,84,130,258,0,54,26,140,64,883,
"3123834",11,0,57,44,86,120,0,41,17,87,56,520,
"3123835",10,4,42,51,93,165,0,54,22,132,68,633,
"3123836",7,0,34,31,66,104,0,14,10,33,80,387,
"3123837",3,0,33,24,46,67,0,14,8,25,47,277,
"3123838",11,10,50,29,64,130,0,17,10,27,70,415,
"3123839",8,7,40,34,64,109,0,24,19,27,65,395,
"3123840",13,4,22,28,48,96,0,27,16,37,52,342,
"3123841",0,0,0,0,0,11,0,0,0,3,0,18,
"3123842",20,5,31,28,60,113,0,22,9,61,51,389,
"3123843",10,6,49,44,78,131,0,37,11,87,35,494,
"3123901",9,8,52,39,84,104,0,22,21,17,88,453,
"3123902",14,3,49,42,70,156,0,12,21,41,69,486,
"3123903",9,8,28,41,65,120,0,21,9,22,38,355,
"3123904",9,6,68,39,102,148,0,33,25,70,67,562,
"3123905",11,0,33,31,53,101,0,14,12,24,69,349,
"3123906",18,7,47,36,59,106,0,26,16,32,54,399,
"3123907",14,4,31,56,97,142,0,33,8,60,51,489,
"3123908",12,6,49,31,73,104,0,25,9,34,66,410,
"3123909",8,5,50,43,95,157,0,35,14,39,96,531,
"3123910",16,0,67,32,43,131,0,18,5,21,58,384,
"3123911",32,4,105,48,88,244,0,27,19,45,127,741,
"3123912",33,10,74,61,70,181,0,16,21,93,76,640,
"3123914",26,10,122,79,132,262,0,47,38,47,97,859,
"3123915",7,6,33,37,70,118,0,14,10,33,78,412,
"3123916",5,3,26,19,85,90,0,24,6,29,72,355,
"3123917",8,4,43,35,67,99,0,22,9,25,57,374,
"3123918",5,0,31,31,63,103,0,10,12,34,29,323,
"3123919",9,8,38,50,64,156,0,42,15,59,46,483,
"3123920",15,13,72,76,126,252,0,46,27,94,81,799,
"3124001",9,5,40,22,50,81,0,13,14,24,35,307,
"3124002",11,6,28,26,43,73,0,10,7,18,27,250,
"3124003",0,0,0,0,0,0,0,0,0,0,0,0,
"3124004",5,8,31,34,59,96,0,19,13,34,74,375,
"3124005",7,9,29,40,68,155,0,19,13,45,55,441,
"3124006",7,0,42,29,59,81,0,23,12,35,53,339,
"3124007",13,4,22,23,45,77,0,19,12,37,27,283,
"3124008",9,8,32,30,59,100,0,24,18,57,79,413,
"3124009",6,3,36,28,35,85,0,12,9,12,44,269,
"3124010",11,5,60,34,73,122,0,12,15,36,63,431,
"3124011",10,0,48,30,79,128,0,26,16,46,105,494,
"3124012",12,4,58,48,79,146,0,25,6,37,87,510,
"3124013",28,5,77,82,96,236,0,34,31,87,16,703,
"3124014",16,9,64,54,96,213,0,56,24,153,38,715,
"3124015",10,10,60,56,62,137,0,20,13,43,14,435,
"3124016",12,0,21,35,32,73,0,15,10,10,21,233,
"3124017",8,6,46,46,71,117,0,21,13,33,82,443,
"3124018",10,4,36,25,40,94,0,12,15,25,31,295,
"3124020",10,3,28,13,46,96,0,33,3,14,51,311,
"3124021",9,10,65,39,70,136,0,30,13,38,75,482,
"3124022",7,6,54,39,48,126,0,14,16,20,48,383,
"3124023",10,3,17,18,36,70,0,14,5,12,25,194,
"3124024",3,0,38,27,49,124,0,29,11,27,25,326,
"3124025",12,12,39,49,86,139,0,11,11,56,32,447,
"3124101",6,4,32,32,48,75,0,14,9,16,48,273,
"3124102",0,0,0,0,0,0,0,0,0,0,0,0,
"3124103",12,0,16,27,74,104,0,21,9,33,68,359,
"3124104",5,6,26,16,33,53,0,16,3,146,25,323,
"3124105",9,7,37,40,59,107,0,15,8,62,58,382,
"3124106",15,3,34,29,80,106,0,18,12,42,60,406,
"3124107",10,0,35,37,57,71,0,9,7,19,81,326,
"3124108",8,5,22,23,52,87,0,11,8,12,41,275,
"3124109",13,11,44,44,76,119,0,18,13,26,79,444,
"3124110",7,7,42,33,69,83,0,7,15,30,68,368,
"3124111",10,6,42,33,86,125,0,29,20,35,90,466,
"3124112",18,10,51,43,67,88,0,9,17,28,66,383,
"3124113",8,0,27,24,38,45,0,8,8,39,38,239,
"3124201",4,0,26,26,78,106,0,19,14,27,61,368,
"3124202",5,3,19,39,74,78,0,17,12,39,62,362,
"3124203",7,4,23,30,59,102,0,13,6,33,54,337,
"3124204",5,4,33,25,49,65,0,17,7,17,54,284,
"3124205",9,7,30,29,73,124,0,14,8,35,60,387,
"3124206",14,16,59,45,86,123,0,26,17,41,95,514,
"3124207",12,6,60,46,78,113,0,13,20,44,80,468,
"3124208",5,8,28,23,38,72,0,8,11,34,73,321,
"3124209",11,3,25,19,58,60,0,22,15,31,39,286,
"3124210",0,6,32,17,52,72,0,18,5,19,48,268,
"3124211",11,7,52,53,113,131,0,29,11,50,161,633,
"3124212",4,3,18,21,36,53,0,17,3,9,35,194,
"3124213",15,4,30,35,65,78,0,11,22,28,86,361,
"3124214",19,15,75,46,77,107,0,10,7,67,101,537,
"3124215",14,8,55,58,53,108,0,17,18,27,69,428,
"3124216",23,18,54,54,43,105,4,7,11,27,73,418,
"3124217",33,11,68,42,56,127,0,22,15,54,75,503,
"3124218",9,9,34,32,44,86,0,11,12,34,45,317,
"3124219",10,0,16,14,8,16,0,0,4,53,10,130,
"3124220",3,0,24,50,81,113,0,29,13,40,109,465,
"3124221",0,3,8,19,54,92,0,12,5,37,72,319,
"3124222",14,0,46,37,94,123,0,10,6,48,63,447,
"3124225",8,7,27,21,59,89,0,14,11,49,90,376,
"3124226",0,0,21,14,41,59,0,15,13,28,49,228,
"3124227",22,4,68,32,46,94,0,11,14,47,64,399,
"3124228",13,7,56,30,41,82,0,21,8,64,40,361,
"3124229",30,6,92,58,78,129,0,18,19,39,128,601,
"3124230",4,3,21,42,81,146,0,24,13,48,95,473,
"3124231",3,3,22,12,45,55,0,15,15,35,36,247,
"3124232",3,3,17,23,74,92,0,12,3,59,65,357,
"3124233",21,16,78,47,92,134,0,24,18,99,101,626,
"3124234",20,6,59,30,50,80,0,15,14,52,53,379,
"3124235",20,10,54,35,50,82,0,16,6,37,59,363,
"3124236",8,0,32,42,77,126,0,16,6,35,69,415,
"3124237",6,5,26,19,58,85,0,14,5,37,92,344,
"3124238",13,13,42,36,52,64,0,18,8,36,69,344,
"3124239",12,8,50,46,61,95,0,13,16,40,71,400,
"3124301",10,4,48,29,51,108,0,19,6,26,67,368,
"3124302",11,4,34,26,63,86,0,18,6,29,64,334,
"3124303",40,17,108,66,83,132,0,32,20,34,140,670,
"3124304",0,0,4,0,11,18,0,0,3,11,14,63,
"3124305",8,0,18,25,59,74,0,24,10,71,28,319,
"3124306",12,4,56,47,111,165,0,37,15,43,152,644,
"3124307",19,7,73,59,96,148,0,24,18,44,127,616,
"3124308",7,4,32,22,35,73,0,18,3,33,50,277,
"3124309",15,14,41,35,92,107,0,11,15,16,73,421,
"3124310",10,5,36,33,71,104,0,11,15,21,85,395,
"3124311",7,5,44,30,86,122,0,22,19,26,83,438,
"3124312",12,8,46,33,71,101,0,11,14,29,105,429,
"3124313",14,3,54,42,45,87,0,12,12,29,65,370,
"3124314",6,0,32,34,47,71,0,17,11,20,57,302,
"3124315",18,5,50,41,84,113,0,14,7,56,84,478,
"3124316",11,0,37,29,54,94,0,14,6,23,63,343,
"3124317",7,5,29,36,54,85,0,10,8,12,87,335,
"3124318",15,3,26,28,69,115,0,18,11,16,61,362,
"3124401",0,0,16,17,26,38,0,10,3,3,29,153,
"3124402",7,0,19,16,35,58,0,13,6,24,37,216,
"3124403",5,3,20,28,40,82,0,12,16,11,80,295,
"3124404",5,0,15,13,40,38,0,8,6,21,25,164,
"3124405",10,7,50,32,92,120,0,25,10,39,84,463,
"3124406",13,3,39,40,71,115,0,19,12,28,118,461,
"3124407",11,5,40,32,89,103,0,30,7,19,105,438,
"3124408",22,8,55,38,90,129,0,22,9,28,128,531,
"3124409",15,3,32,19,56,93,0,5,12,27,55,315,
"3124410",0,0,0,0,0,0,0,0,0,0,0,0,
"3124411",0,0,0,0,0,0,0,0,0,0,0,0,
"3124412",4,4,21,25,51,94,0,8,10,27,78,328,
"3124413",13,9,43,40,69,127,0,40,17,46,77,465,
"3124414",19,11,58,50,73,140,0,20,12,34,142,571,
"3124415",0,3,24,15,30,56,0,3,8,13,46,224,
"3124416",9,14,55,36,74,132,0,24,12,33,181,562,
"3124417",9,3,28,43,60,105,0,13,4,24,87,368,
"3124418",13,3,28,23,53,65,0,11,6,10,64,274,
"3124419",6,7,44,37,48,92,0,8,8,25,65,347,
"3124420",31,18,79,52,103,157,0,12,17,55,187,714,
"3124421",8,5,46,48,75,113,0,4,10,51,111,467,
"3124422",8,3,30,29,38,60,0,5,7,19,32,234,
"3124423",27,9,65,45,91,156,0,15,21,99,71,589,
"3124424",7,7,25,35,81,133,0,21,11,35,114,474,
"3124425",6,7,44,48,92,118,0,28,16,23,122,508,
"3124426",5,4,25,27,58,78,0,11,0,25,83,322,
"3124427",14,4,42,32,63,114,0,10,15,9,100,395,
"3124428",18,4,47,36,42,77,0,17,15,37,54,341,
"3124429",45,12,110,73,119,191,0,24,17,52,279,918,
"3124431",7,4,43,40,78,117,0,23,12,42,76,452,
"3124432",11,11,54,50,88,133,0,17,14,19,107,497,
"3124433",9,7,46,42,80,137,0,23,6,24,94,469,
"3124434",11,5,46,37,52,66,0,19,9,18,59,325,
"3124435",14,8,56,44,94,161,0,41,12,33,136,593,
"3124436",8,3,40,40,69,82,0,15,14,41,76,383,
"3124437",8,11,31,14,42,55,0,7,6,11,83,266,
"3124438",13,4,61,47,61,125,0,18,12,30,132,514,
"3124439",10,12,21,26,54,96,0,20,6,18,91,346,
"3124440",9,7,27,20,61,85,0,6,10,17,66,311,
"3124441",10,3,35,31,58,69,0,15,9,17,89,330,
"3124442",3,0,29,22,50,99,0,9,6,20,75,309,
"3124443",7,7,43,44,91,148,0,28,14,34,121,534,
"3124444",9,9,18,38,53,86,0,13,15,20,99,343,
"3124445",4,4,38,38,72,126,0,19,11,29,118,447,
"3124446",21,10,74,56,70,142,0,9,8,29,101,526,
"3124447",14,14,57,43,71,104,0,14,12,9,142,483,
"3124502",5,5,20,9,38,52,0,9,4,6,59,218,
"3124503",7,9,61,44,107,159,0,39,14,29,157,636,
"3124504",7,4,57,38,61,105,0,14,6,27,135,454,
"3124505",22,11,71,53,96,190,0,27,8,24,152,671,
"3124506",6,6,53,40,70,119,0,10,11,22,93,427,
"3124507",5,7,29,20,42,87,0,19,12,19,48,277,
"3124509",19,4,51,54,88,165,5,44,20,41,123,606,
"3124510",19,15,93,89,125,199,0,42,26,43,184,825,
"3124511",5,3,23,37,71,91,0,10,8,25,73,350,
"3124512",13,9,48,50,124,181,0,29,14,44,171,677,
"3124513",36,21,140,90,123,214,0,24,27,36,288,992,
"3124514",9,4,41,26,26,60,0,4,13,17,70,260,
"3124515",28,11,83,51,83,136,0,12,15,22,176,624,
"3124516",14,7,54,59,70,147,0,14,4,20,147,539,
"3124517",21,13,59,32,49,82,0,11,10,22,118,415,
"3124601",0,0,5,0,0,7,0,0,0,0,6,15,
"3124602",7,0,31,38,67,88,0,20,9,24,97,375,
"3124603",24,8,91,62,134,189,0,18,11,26,124,706,
"3124604",4,0,22,30,76,93,0,20,3,25,82,354,
"3124605",7,8,48,28,36,91,0,20,15,24,33,312,
"3124606",0,0,3,0,0,6,0,0,0,0,0,9,
"3124607",25,17,96,76,102,244,0,27,23,60,126,798,
"3124608",8,5,29,25,44,89,0,14,5,10,55,285,
"3124609",3,5,46,32,79,130,0,14,19,25,76,429,
"3124610",4,5,50,32,77,122,0,9,6,43,84,446,
"3124611",21,15,56,36,86,143,0,22,7,40,104,530,
"3124612",7,4,27,21,32,61,0,8,6,15,37,219,
"3124613",4,0,51,29,88,115,0,14,10,31,83,433,
"3124614",4,0,21,13,22,98,0,43,4,29,11,255,
"3124615",0,5,9,11,24,29,0,6,6,10,36,130,
"3124616",3,6,41,39,74,86,0,11,6,29,78,365,
"3124617",10,8,58,57,116,198,0,33,16,81,163,750,
"3124618",12,9,41,25,35,78,0,9,8,34,36,295,
"3124619",4,3,28,19,58,95,0,17,8,25,55,309,
"3124620",14,0,30,30,42,89,0,10,9,11,47,295,
"3124621",0,0,21,28,70,103,0,51,8,78,31,391,
"3124622",0,0,6,7,33,90,3,26,5,36,3,207,
"3124623",56,23,152,126,170,348,0,45,43,121,102,1181,
"3124624",12,10,74,81,136,222,0,31,18,65,139,787,
"3124625",0,7,25,16,52,121,0,14,4,36,71,362,
"3124626",4,3,32,29,108,135,0,19,14,22,114,489,
"3124627",7,5,53,46,93,121,0,24,11,33,111,494,
"3124628",12,9,32,55,111,145,0,32,13,31,124,560,
"3124629",18,7,63,36,50,143,0,18,16,30,30,405,
"3124630",0,0,0,0,0,0,0,0,0,0,0,0,
"3124631",0,0,0,0,0,0,0,0,0,0,0,0,
"3124701",0,3,36,39,81,133,0,22,8,39,91,448,
"3124702",5,3,27,25,61,86,0,11,7,21,52,297,
"3124703",3,0,15,21,71,93,0,25,5,39,66,343,
"3124705",15,4,47,64,80,166,0,23,18,20,115,547,
"3124706",6,3,27,19,64,105,0,16,12,32,84,364,
"3124707",10,4,42,47,73,165,0,18,6,27,114,501,
"3124708",7,3,33,27,93,146,0,28,17,39,73,460,
"3124709",4,0,9,34,47,80,0,12,10,11,52,264,
"3124710",14,5,32,17,51,108,0,6,17,19,79,341,
"3124711",4,3,47,45,65,152,0,13,12,24,72,434,
"3124712",0,4,13,24,40,77,0,11,7,15,51,243,
"3124713",7,0,27,24,58,60,0,10,3,13,44,245,
"3124714",3,3,12,20,59,79,0,12,3,4,64,275,
"3124715",5,4,20,31,80,102,0,25,9,22,87,379,
"3124716",4,7,18,18,54,69,0,20,12,13,64,270,
"3124717",0,3,22,34,50,91,0,8,4,19,60,291,
"3124718",0,0,23,27,64,179,0,78,9,111,0,504,
"3124719",0,0,4,0,0,10,0,0,0,13,0,20,
"3124720",3,4,24,23,49,76,0,7,0,12,66,265,
"3124721",7,5,33,37,98,135,0,27,10,36,123,508,
"3124722",6,6,31,33,60,85,0,15,10,16,64,311,
"3124723",5,3,39,25,63,111,0,7,14,19,73,364,
